side_a_id,side_b_id,incompatibility,year,intensity_level,cumulative_intensity,type_of_conflict,ep_end
148,270,2,1994,1,1,3,0
148,270,2,1995,1,1,3,0
148,270,2,1996,1,1,3,0
17,743,2,2010,1,1,3,0
112,1108,2,2010,2,1,3,0
121,120,1,1967,2,1,2,1
121,118,1,1967,2,1,2,1
121,118,1,1973,2,1,2,1
84,462,1,1967,2,1,3,0
84,462,1,1968,2,1,3,0
84,462,1,1969,2,1,3,0
84,462,1,1970,2,1,3,1
84,6287,1,2021,1,1,3,0
84,6287,1,2022,1,1,3,0
135,144,1,1969,1,0,2,1
135,57,1,1969,1,0,2,1
13,12,1,1969,2,1,2,1
77,463,2,2000,1,0,3,0
77,463,2,2001,1,0,3,1
154,274,1,1970,1,0,3,0
154,274,1,1971,1,0,3,0
154,275,1,1972,1,1,3,0
154,275,1,1973,1,1,3,0
154,275,1,1974,1,1,3,0
154,275,1,1975,1,1,3,0
154,275,1,1976,1,1,3,0
154,275,1,1977,1,1,3,0
154,275,1,1978,2,1,3,0
154,275,1,1979,1,1,3,0
154,275,1,1980,1,1,3,0
154,275,1,1981,2,1,3,0
154,275,1,1982,1,1,3,0
154,275,1,1983,1,1,3,0
154,275,1,1984,1,1,3,0
154,275,1,1985,1,1,3,0
154,275,1,1986,1,1,3,0
154,275,1,1987,1,1,3,0
154,275,1,1988,1,1,3,0
154,275,1,1989,1,1,3,0
90,488,2,2010,1,1,4,0
144,1107,1,2011,1,1,3,1
121,208,1,2011,1,1,3,0
154,277,1,1995,1,1,3,0
116,233,2,2011,1,1,4,0
144,1122,1,2011,1,1,3,1
154,276,1,2011,1,1,3,0
154,276,1,1999,1,1,3,0
112,1108,2,2011,2,1,4,0
90,488,2,2011,1,1,4,1
121,208,1,2012,1,1,3,1
89,1160,2,2012,1,1,4,0
154,1146,1,2012,1,1,3,0
142,1166,1,2012,1,1,3,0
154,277,1,2006,1,1,3,0
144,1122,1,2013,1,1,3,1
154,276,1,2008,1,1,3,0
89,1160,2,2013,2,1,4,0
154,277,1,2010,1,1,3,0
154,1146,1,2013,1,1,3,0
90,488,2,2013,1,1,4,0
123,1091,2,2014,2,1,4,0
121,208,1,2014,2,1,3,1
89,1200,2,2014,1,1,4,1
154,1146,1,2014,1,1,3,0
154,277,1,2017,1,1,4,0
112,1162,2,2014,1,1,3,0
154,277,1,2019,1,1,3,0
154,277,1,2020,1,1,3,1
112,464,2,1971,1,0,3,1
112,465,2,1976,1,0,3,1
112,466,2,1983,2,1,3,0
112,466,2,1984,2,1,3,0
112,466,2,1985,2,1,3,0
112,466,2,1986,2,1,3,0
112,466,2,1987,2,1,3,0
112,466,2,1988,2,1,3,0
112,466,2,1989,2,1,3,0
112,466,2,1990,2,1,3,0
112,466,2,1991,2,1,3,0
112,466,2,1992,2,1,3,0
112,466,2,1993,1,1,3,0
112,466,2,1994,1,1,3,0
112,466,2,1995,2,1,3,0
90,488,2,2014,1,1,4,0
142,287,1,2014,1,1,3,0
123,1091,2,2015,2,1,4,0
93,6187,2,2015,1,1,3,1
154,1146,1,2015,1,1,3,0
112,1123,2,2015,2,1,3,0
112,466,2,2002,2,1,3,0
142,1166,1,2015,1,1,3,0
123,881,2,2016,2,1,4,0
112,469,2,2005,1,1,3,0
89,7098,2,2016,1,1,3,0
154,277,1,2016,1,1,3,0
112,1162,2,2016,2,1,3,0
142,3192,1,2016,1,1,3,1
123,6868,2,2017,2,1,4,0
89,3043,2,2017,2,1,4,0
112,1162,2,2012,2,1,3,0
112,1162,2,2013,1,1,3,0
112,1162,2,2017,1,1,3,0
123,6254,2,2018,2,1,4,0
89,3043,2,2018,1,1,4,0
154,277,1,2018,1,1,3,0
112,469,2,2018,1,1,3,1
112,469,2,2020,1,1,3,0
112,469,2,2021,1,1,3,0
112,469,2,2022,1,1,3,0
106,473,2,1971,1,0,3,1
108,474,2,1971,1,0,3,1
142,280,1,1971,2,1,3,1
145,281,2,1971,2,1,3,1
145,281,2,1989,1,1,3,0
145,281,2,1990,1,1,3,1
90,475,2,1971,1,0,3,0
90,476,2,1972,1,0,3,1
90,477,2,1974,1,0,3,1
89,3043,2,2019,1,1,4,0
90,480,2,1980,1,1,4,0
89,1200,2,2020,1,1,4,0
93,3553,2,2020,1,1,4,0
121,208,1,2021,1,1,3,0
90,481,2,1984,2,1,3,0
90,481,2,1985,2,1,3,0
89,1160,2,2021,1,1,4,0
144,5965,2,2022,2,1,3,0
121,207,1,2022,1,1,3,0
97,410,2,2022,2,1,4,0
89,1160,2,2022,1,1,4,0
93,6513,2,2022,1,1,4,0
90,486,2,1992,1,1,3,1
90,488,2,1994,1,1,3,0
90,488,2,1995,1,1,3,0
130,299,2,2003,1,1,4,0
130,299,2,2006,2,1,4,0
130,299,2,2008,2,1,4,0
90,489,2,1999,1,1,3,0
130,299,2,2009,2,1,4,0
130,299,2,2010,2,1,4,0
130,299,2,2011,2,1,4,0
90,488,2,2003,1,1,3,0
90,488,2,2004,2,1,3,0
90,488,2,2005,1,1,4,0
90,488,2,2006,1,1,3,0
90,489,2,2007,1,1,3,0
90,488,2,2008,1,1,4,0
90,488,2,2009,1,1,4,0
130,299,2,2013,2,1,4,0
130,303,2,2020,2,1,4,0
130,303,2,2021,2,1,4,0
141,306,1,1997,1,0,3,1
90,489,2,2015,1,1,4,0
90,489,2,2016,1,1,4,0
90,489,2,2017,1,1,4,0
90,489,2,2018,1,1,4,0
90,489,2,2019,1,1,4,1
28,282,1,1971,1,0,3,0
28,282,1,1972,1,0,3,0
28,282,1,1973,1,0,3,0
28,282,1,1974,1,0,3,0
28,282,1,1975,1,0,3,0
28,282,1,1976,1,0,3,0
28,282,1,1977,1,0,3,0
28,282,1,1978,1,1,3,0
28,282,1,1979,1,1,3,0
28,282,1,1980,1,1,3,0
28,282,1,1981,1,1,3,0
28,282,1,1982,1,1,3,0
28,282,1,1983,1,1,3,0
28,282,1,1984,1,1,3,0
28,282,1,1985,1,1,3,0
28,282,1,1986,1,1,3,0
28,282,1,1987,1,1,3,0
28,282,1,1988,1,1,3,0
28,282,1,1989,1,1,3,0
28,282,1,1990,1,1,3,0
28,282,1,1991,1,1,3,1
28,283,1,1998,1,1,3,1
13,752,2,1972,1,0,3,1
95,1004,2,2009,2,1,4,0
13,755,2,1980,1,0,3,0
13,755,2,1981,2,1,3,0
13,755,2,1982,2,1,3,0
13,755,2,1983,2,1,3,0
13,755,2,1984,2,1,3,0
13,755,2,1985,2,1,3,0
13,755,2,1986,2,1,3,0
13,755,2,1987,2,1,3,0
13,755,2,1988,2,1,3,0
13,755,2,1989,2,1,3,0
13,755,2,1990,1,1,3,0
13,755,2,1991,1,1,3,1
129,284,2,1969,1,0,4,0
129,284,2,1970,1,0,4,0
129,284,2,1971,1,0,4,0
129,284,2,1972,1,0,4,0
129,284,2,1973,1,0,4,0
129,284,2,1974,1,0,4,0
129,284,2,1975,1,0,4,1
101,492,2,1967,1,0,3,0
101,492,2,1968,1,0,3,1
95,1004,2,2010,2,1,4,0
95,499,2,1983,1,0,3,0
101,493,2,1975,1,0,4,0
95,499,2,1984,1,0,3,1
101,494,2,1977,2,1,3,0
101,494,2,1978,2,1,3,0
101,494,2,1979,2,1,3,1
27,756,2,1972,1,0,3,1
124,123,3,1972,1,0,2,1
124,123,3,1979,1,0,2,1
25,757,2,1973,1,0,3,1
143,285,1,1975,1,0,3,0
143,285,1,1976,1,0,3,0
143,285,1,1977,1,0,3,0
143,285,1,1978,1,0,3,0
143,285,1,1979,1,0,3,0
143,285,1,1980,1,0,3,0
143,285,1,1981,1,0,3,0
143,285,1,1982,1,0,3,0
143,285,1,1983,1,0,3,0
143,285,1,1984,1,0,3,0
143,285,1,1985,1,0,3,0
143,285,1,1986,1,0,3,0
143,285,1,1987,1,0,3,0
143,285,1,1988,1,1,3,0
143,285,1,1989,1,1,3,0
143,285,1,1990,1,1,3,0
143,285,1,1991,1,1,3,1
53,115,1,1974,2,1,2,1
114,116,3,1974,1,0,2,1
114,116,3,1980,2,1,2,0
114,116,3,1981,2,1,2,0
114,116,3,1982,2,1,2,0
114,116,3,1983,2,1,2,0
114,116,3,1984,2,1,2,0
114,116,3,1985,2,1,2,0
114,116,3,1986,2,1,2,0
114,116,3,1987,2,1,2,0
114,116,3,1988,2,1,2,1
142,1166,1,1974,2,1,3,0
142,1166,1,1975,1,1,3,0
142,1166,1,1976,1,1,3,0
142,1166,1,1977,1,1,3,1
142,287,1,2004,1,1,3,1
95,500,2,1989,1,1,3,0
142,287,1,2007,1,1,3,0
95,500,2,1990,2,1,3,0
95,500,2,1991,2,1,3,0
142,287,1,2011,1,1,3,0
95,505,2,2008,2,1,4,0
142,287,1,2013,1,1,3,0
114,309,2,2006,1,1,3,0
114,309,2,2007,1,1,3,0
114,309,2,2008,1,1,3,0
142,7542,1,2019,1,1,3,0
142,7542,1,2020,1,1,3,0
142,7542,1,2021,1,1,3,0
142,7542,1,2022,1,1,3,0
98,495,2,1997,1,0,3,1
98,495,2,1999,1,0,3,1
98,495,2,2003,1,0,3,1
114,309,2,2009,1,1,3,0
79,507,2,1990,1,0,3,1
79,509,2,2003,2,1,3,1
110,539,2,2015,1,0,3,1
141,314,1,2000,1,0,3,1
99,567,2,1980,2,1,4,0
99,567,2,1981,2,1,4,0
99,567,2,1982,2,1,4,0
99,567,2,1983,2,1,4,0
99,567,2,1984,2,1,4,0
99,567,2,1985,2,1,4,0
99,567,2,1986,2,1,4,0
99,567,2,1987,2,1,4,0
99,567,2,1988,2,1,4,0
99,567,2,1989,2,1,4,0
99,567,2,1990,2,1,3,0
99,567,2,1991,1,1,3,0
99,567,2,1992,2,1,3,0
99,567,2,1993,2,1,3,0
99,567,2,1994,2,1,3,0
99,567,2,1995,1,1,3,1
99,567,2,1998,2,1,3,0
99,567,2,1999,2,1,4,0
99,567,2,2000,2,1,4,0
99,567,2,2001,2,1,4,0
99,567,2,2002,1,1,4,1
148,150,1,1975,1,0,2,0
148,150,1,1976,1,0,2,0
148,150,1,1977,1,0,2,1
97,1056,1,1964,1,0,3,1
97,496,1,1976,1,0,3,0
97,496,1,1977,2,1,4,0
97,496,1,1978,2,1,4,0
97,496,1,1979,1,1,4,0
97,496,1,1980,1,1,4,0
97,496,1,1981,1,1,4,0
97,496,1,1982,1,1,4,0
97,496,1,1983,1,1,4,1
97,542,1,1993,1,1,3,0
97,497,1,1994,1,1,3,1
141,314,1,2004,1,0,3,0
97,497,1,1998,1,1,3,0
141,314,1,2006,1,0,3,0
97,497,1,2000,1,1,3,0
97,497,1,2001,1,1,3,0
97,497,1,2002,1,1,3,0
97,497,1,2003,1,1,3,0
97,497,1,2004,1,1,3,0
97,497,1,2005,1,1,3,0
97,497,1,2006,1,1,3,0
97,497,1,2007,1,1,3,0
97,497,1,2008,1,1,3,0
97,497,1,2009,1,1,3,0
97,497,1,2010,1,1,3,0
97,497,1,2011,1,1,3,0
97,497,1,2012,1,1,3,0
97,497,1,2013,1,1,3,0
97,497,1,2014,1,1,3,0
97,497,1,2015,1,1,3,0
97,497,1,2016,1,1,3,1
155,290,1,1975,2,1,3,0
155,290,1,1976,2,1,3,0
155,290,1,1977,2,1,3,0
155,290,1,1978,2,1,3,0
155,290,1,1979,1,1,3,0
155,290,1,1980,1,1,3,0
155,290,1,1981,1,1,3,0
155,290,1,1982,1,1,3,0
155,290,1,1983,1,1,3,0
155,290,1,1984,1,1,3,0
155,290,1,1985,1,1,3,0
155,290,1,1986,1,1,3,0
155,290,1,1987,1,1,3,0
155,290,1,1988,1,1,3,1
155,290,1,1992,1,1,3,1
155,290,1,1997,1,1,3,0
155,290,1,1998,1,1,3,0
155,290,1,1999,1,1,3,1
108,563,1,1975,1,0,3,0
108,563,1,1976,1,0,4,0
108,563,1,1977,1,0,3,0
108,563,1,1978,1,0,3,0
108,563,1,1979,2,1,3,0
108,563,1,1980,2,1,3,0
108,563,1,1981,1,1,3,0
108,563,1,1982,1,1,3,0
108,563,1,1983,1,1,3,0
108,563,1,1984,1,1,3,0
108,563,1,1985,1,1,3,0
108,563,1,1986,1,1,3,0
108,563,1,1987,1,1,3,0
108,563,1,1988,1,1,3,0
108,563,1,1989,1,1,3,1
100,498,2,1977,1,0,3,0
100,498,2,1978,1,0,3,0
100,498,2,1979,1,0,3,0
100,498,2,1980,1,0,3,0
100,498,2,1981,2,1,3,0
100,498,2,1982,2,1,3,0
100,498,2,1983,2,1,3,0
100,498,2,1984,2,1,3,0
100,498,2,1985,2,1,4,0
100,498,2,1986,2,1,4,0
100,498,2,1987,2,1,4,0
100,498,2,1988,2,1,4,0
100,498,2,1989,2,1,4,0
100,498,2,1990,2,1,4,0
100,498,2,1991,2,1,3,0
100,498,2,1992,1,1,3,1
100,498,2,2013,1,1,3,0
100,498,2,2014,1,1,3,1
100,498,2,2016,1,1,3,1
100,7032,2,2018,1,1,3,0
100,7032,2,2019,1,1,3,1
130,291,2,1978,2,1,3,0
130,292,2,1979,2,1,3,0
141,315,1,2009,1,1,3,1
141,317,1,2008,1,1,3,0
145,320,1,1984,1,0,3,0
145,320,1,1985,1,0,3,0
145,320,1,1989,1,1,3,0
56,329,2,1989,1,0,3,1
94,528,2,2019,1,1,4,0
94,528,2,2020,1,1,4,1
80,532,2,1999,2,1,4,0
80,532,2,1997,1,1,4,0
80,532,2,1998,2,1,4,0
80,532,2,2000,1,1,4,0
115,2034,2,2016,1,0,3,1
49,337,1,1991,2,1,3,0
109,1161,2,2012,1,1,3,0
109,537,2,1993,1,1,3,0
109,537,2,1994,2,1,3,0
130,304,2,1997,2,1,3,0
130,304,2,1998,2,1,3,0
130,304,2,1999,2,1,3,0
130,304,2,2000,2,1,3,0
130,304,2,2001,2,1,4,0
130,299,2,2002,1,1,3,0
109,537,2,1995,2,1,3,0
130,303,2,2004,1,1,4,0
130,303,2,2005,2,1,4,0
109,537,2,1996,2,1,3,0
130,303,2,2007,2,1,4,0
109,537,2,1997,2,1,3,0
109,538,2,1999,2,1,3,0
109,538,2,2000,1,1,3,0
109,538,2,2001,1,1,3,0
130,303,2,2012,2,1,4,0
109,538,2,2002,1,1,3,0
130,303,2,2014,2,1,4,0
130,303,2,2015,2,1,4,0
130,303,2,2016,2,1,4,0
130,303,2,2017,2,1,4,0
130,303,2,2018,2,1,4,0
130,303,2,2019,2,1,4,0
109,538,2,2003,1,1,3,0
99,540,1,1994,1,0,3,0
99,540,1,1997,1,0,3,0
135,150,1,1974,1,0,2,1
135,150,1,1978,1,0,2,0
135,150,1,1979,2,1,2,0
135,150,1,1980,1,1,2,0
135,150,1,1981,1,1,2,1
135,150,1,1983,1,1,2,0
135,150,1,1984,1,1,2,1
135,150,1,1986,1,1,2,0
135,150,1,1987,1,1,2,0
135,150,1,1988,1,1,2,1
141,305,1,1979,1,0,3,0
141,305,1,1980,1,0,3,0
141,305,1,1981,1,0,3,0
141,305,1,1982,1,0,3,0
141,305,1,1983,1,0,3,0
141,305,1,1984,1,0,3,0
141,305,1,1985,1,0,3,0
141,305,1,1986,1,0,3,0
141,305,1,1987,1,0,3,0
141,305,1,1988,1,0,3,1
141,306,1,1992,1,0,3,1
99,540,1,2002,1,0,3,0
141,307,1,1999,1,0,3,0
141,307,1,2000,1,0,3,0
141,307,1,2001,1,0,3,0
141,307,1,2002,1,0,3,0
141,307,1,2003,1,0,3,0
141,2939,1,2004,1,0,3,1
14,758,2,1977,1,0,3,0
14,758,2,1978,2,1,3,0
14,758,2,1979,2,1,3,1
14,759,2,1982,1,1,3,0
14,759,2,1983,2,1,3,0
14,759,2,1984,2,1,3,0
14,759,2,1985,2,1,3,0
14,759,2,1986,2,1,3,0
14,759,2,1987,2,1,3,0
14,759,2,1988,2,1,3,0
14,759,2,1989,1,1,3,0
14,759,2,1990,1,1,3,1
95,499,2,1982,1,0,3,0
50,339,1,1992,2,1,4,0
50,339,1,1993,2,1,4,0
95,500,2,1986,1,0,3,0
95,500,2,1987,1,0,3,0
95,500,2,1988,2,1,3,0
50,339,1,1994,2,1,3,0
50,339,1,1995,2,1,3,1
113,1108,2,2011,1,0,3,0
95,503,2,1992,2,1,3,0
95,503,2,1993,1,1,3,0
95,503,2,1994,1,1,3,0
95,503,2,1995,1,1,3,0
95,503,2,1996,1,1,3,1
95,504,2,2001,1,1,3,0
95,504,2,2002,1,1,3,1
95,505,2,2006,1,1,4,0
95,505,2,2007,2,1,4,0
113,3563,2,2013,1,1,3,0
113,6794,2,2021,1,1,3,1
111,1126,2,2011,2,1,4,1
95,717,2,2011,2,1,4,0
95,717,2,2012,2,1,4,0
95,717,2,2013,1,1,4,0
95,717,2,2014,2,1,4,0
95,717,2,2015,2,1,4,0
95,717,2,2016,2,1,4,0
95,717,2,2017,2,1,4,0
95,717,2,2018,2,1,4,0
95,717,2,2019,2,1,4,0
95,717,2,2020,2,1,4,0
95,717,2,2021,2,1,4,0
95,717,2,2022,2,1,4,0
114,308,2,1979,1,0,3,0
114,308,2,1980,1,0,3,0
114,308,2,1981,2,1,3,0
114,308,2,1982,2,1,3,1
114,308,2,1986,1,1,3,0
114,308,2,1987,1,1,3,0
114,308,2,1988,1,1,3,1
114,308,2,1991,1,1,3,1
114,308,2,1993,1,1,3,1
114,308,2,1997,1,1,3,1
114,308,2,1999,1,1,3,0
114,308,2,2000,1,1,3,0
114,308,2,2001,1,1,3,1
114,309,2,2005,1,1,3,0
111,5802,2,2014,1,1,3,0
111,5802,2,2017,1,1,3,1
72,1157,2,2013,1,1,4,0
72,1157,2,2012,1,0,3,0
114,310,2,2010,1,1,3,0
114,309,2,2011,1,1,3,1
114,309,2,2018,1,1,3,0
114,4364,2,2019,1,1,3,0
114,309,2,2020,1,1,3,0
114,309,2,2021,1,1,3,1
114,311,1,1979,1,0,3,0
114,311,1,1980,1,0,3,1
122,312,2,1979,1,0,3,1
79,506,2,1980,1,0,3,1
79,507,2,1989,1,0,3,0
72,1157,2,2015,1,1,4,0
79,509,2,2000,1,0,3,0
79,509,2,2001,1,0,3,0
79,509,2,2002,1,1,3,0
72,1157,2,2016,1,1,4,0
35,313,1,1978,1,0,3,0
35,313,1,1979,1,0,3,0
35,313,1,1980,1,0,3,0
35,313,1,1981,1,0,3,0
35,313,1,1982,1,0,3,1
35,313,1,1985,1,0,3,0
35,313,1,1986,1,0,3,0
35,313,1,1987,1,0,3,1
35,313,1,1991,1,0,3,1
110,511,2,1980,1,0,3,1
110,539,2,2013,1,0,3,0
110,539,2,2014,1,0,3,0
72,4376,2,2014,1,1,4,0
71,512,2,1981,1,0,4,1
102,513,2,1981,1,0,3,0
102,513,2,1982,1,0,3,0
102,513,2,1983,1,0,3,1
102,513,2,1985,1,0,3,0
102,513,2,1986,1,0,3,0
102,513,2,1987,1,0,3,0
102,513,2,1988,1,0,3,1
26,28,1,1982,1,0,2,1
141,314,1,1982,1,0,3,0
141,314,1,1983,1,0,3,0
141,314,1,1984,1,0,3,0
141,314,1,1985,1,0,3,0
141,314,1,1986,1,0,3,0
141,314,1,1987,1,0,3,0
141,314,1,1988,1,0,3,1
141,315,1,1993,1,0,3,0
141,315,1,1994,1,0,3,0
141,314,1,1995,1,0,3,0
141,314,1,1996,1,0,3,1
141,314,1,1998,1,0,3,0
141,315,1,1999,1,0,3,0
72,539,2,2017,1,1,4,0
141,315,1,2003,1,0,3,0
143,805,2,2005,1,0,3,0
141,315,1,2005,1,0,3,0
61,5914,1,2015,2,1,4,0
141,315,1,2007,1,0,3,0
61,6711,1,2016,1,1,4,0
61,6711,1,2017,1,1,4,0
91,514,2,1982,1,0,3,1
87,84,1,1983,1,0,2,1
9,3,2,1983,1,0,2,1
141,319,1,1983,1,0,3,0
141,319,1,1984,1,0,3,0
141,319,1,1985,1,0,3,0
141,319,1,1986,1,0,3,0
141,319,1,1987,1,1,3,0
141,319,1,1988,2,1,3,0
141,319,1,1989,1,1,3,0
141,319,1,1990,2,1,3,0
141,319,1,1991,2,1,3,0
141,319,1,1992,2,1,3,0
141,319,1,1993,1,1,3,1
61,6711,1,2018,1,1,4,0
61,6711,1,2019,1,1,4,0
145,320,1,1986,1,1,3,0
145,320,1,1987,2,1,3,0
145,320,1,1988,1,1,3,0
61,6711,1,2020,1,1,4,0
145,320,1,1990,2,1,3,0
145,320,1,1991,2,1,3,0
145,320,1,1992,2,1,3,0
145,320,1,1993,2,1,3,0
145,320,1,1994,1,1,3,0
145,320,1,1995,2,1,3,0
145,320,1,1996,2,1,3,0
145,320,1,1997,2,1,3,0
145,320,1,1998,2,1,3,0
145,320,1,1999,2,1,3,0
145,320,1,2000,2,1,3,0
145,320,1,2001,2,1,3,1
145,320,1,2003,1,1,3,1
145,320,1,2005,1,1,3,0
145,320,1,2006,2,1,3,0
145,320,1,2007,2,1,3,0
145,320,1,2008,2,1,3,0
145,320,1,2009,2,1,3,1
83,564,2,1960,2,1,4,0
83,564,2,1961,1,1,3,1
83,515,2,1984,1,1,3,1
83,1051,2,2015,1,1,4,0
83,1051,2,2016,1,1,3,0
83,1051,2,2017,1,1,3,1
83,1051,2,2020,1,1,3,1
83,1051,2,2022,1,1,3,0
115,323,1,1984,1,0,3,0
115,323,1,1985,1,0,3,0
115,323,1,1986,1,0,3,0
115,323,1,1987,1,1,3,0
115,323,1,1988,1,1,3,0
115,323,1,1989,1,1,3,0
115,323,1,1990,1,1,3,0
115,323,1,1991,1,1,3,0
115,323,1,1992,2,1,3,0
115,323,1,1993,2,1,3,0
115,323,1,1994,2,1,3,0
115,323,1,1995,2,1,3,0
115,323,1,1996,2,1,3,0
115,323,1,1997,2,1,3,0
115,323,1,1998,2,1,3,0
115,323,1,1999,2,1,3,0
115,323,1,2000,1,1,3,0
115,323,1,2001,1,1,3,0
115,323,1,2002,1,1,3,0
115,323,1,2003,1,1,3,0
115,323,1,2004,1,1,3,0
115,323,1,2005,1,1,3,0
115,323,1,2006,1,1,3,0
115,323,1,2007,1,1,3,0
115,323,1,2008,1,1,3,0
115,323,1,2009,1,1,3,0
115,323,1,2010,1,1,3,0
115,323,1,2011,1,1,3,0
115,323,1,2012,1,1,3,0
115,323,1,2013,1,1,3,1
115,323,1,2015,1,1,3,0
115,323,1,2016,2,1,3,0
115,323,1,2017,1,1,3,0
115,323,1,2018,1,1,3,0
115,323,1,2019,1,1,3,0
115,323,1,2020,1,1,3,0
115,323,1,2021,1,1,3,0
115,323,1,2022,1,1,3,0
78,72,1,1985,1,0,2,1
149,147,1,1986,1,0,2,0
149,147,1,1987,1,0,2,0
149,147,1,1988,1,0,2,1
19,760,2,1987,1,0,3,1
82,516,2,1986,1,0,3,1
82,6716,2,2022,1,0,3,0
124,324,2,1986,2,1,3,1
78,517,2,1987,1,0,3,1
78,6716,2,2018,1,0,4,0
78,6716,2,2019,1,0,4,0
78,6716,2,2020,1,0,4,0
78,6716,2,2021,1,1,4,0
78,6716,2,2022,2,1,4,0
87,111,1,1987,2,1,2,1
107,518,2,1989,1,0,3,1
97,519,1,1975,1,0,3,0
97,519,1,1976,1,0,3,1
97,520,1,1996,1,0,3,1
141,325,1,1990,1,0,3,0
141,325,1,1991,1,0,3,0
141,325,1,1992,1,1,3,0
141,325,1,1993,1,1,3,0
141,325,1,1994,1,1,3,0
141,325,1,1995,1,1,3,0
141,325,1,1996,1,1,3,0
141,325,1,1997,1,1,3,0
141,325,1,1998,1,1,3,0
141,325,1,1999,1,1,3,0
141,325,1,2000,2,1,3,0
141,325,1,2001,1,1,3,0
141,325,1,2002,2,1,3,0
141,325,1,2003,2,1,3,0
141,325,1,2004,2,1,3,0
141,325,1,2005,2,1,3,0
141,325,1,2006,1,1,3,0
141,325,1,2007,1,1,3,0
141,325,1,2008,1,1,3,0
141,325,1,2009,1,1,3,0
141,325,1,2010,1,1,3,0
141,325,1,2011,1,1,3,0
141,325,1,2012,1,1,3,0
141,325,1,2013,1,1,3,0
141,325,1,2014,1,1,3,0
141,325,1,2015,1,1,3,0
141,325,1,2016,1,1,3,0
141,325,1,2017,1,1,3,0
141,325,1,2018,1,1,3,0
141,325,1,2019,1,1,3,0
141,325,1,2020,1,1,3,0
141,325,1,2021,1,1,3,0
141,325,1,2022,1,1,3,0
141,326,1,1990,1,0,3,1
141,326,1,1994,1,0,3,0
141,326,1,1995,1,0,3,0
141,326,1,1996,1,0,3,0
141,326,1,1997,1,0,3,0
141,326,1,1998,1,0,3,0
141,326,1,1999,1,0,3,0
141,326,1,2000,1,0,3,0
141,326,1,2001,1,0,3,0
141,326,1,2002,1,0,3,0
141,326,1,2003,1,0,3,0
141,326,1,2004,1,0,3,0
141,326,1,2005,1,0,3,0
141,326,1,2006,1,0,3,0
141,326,1,2007,1,0,3,0
141,326,1,2008,1,1,3,0
141,326,1,2009,1,1,3,0
141,326,1,2010,1,1,3,1
155,327,1,1990,1,0,3,0
155,327,1,1991,1,0,3,1
155,327,1,1999,1,0,3,0
155,327,1,2000,1,0,3,0
155,327,1,2001,1,0,3,0
155,327,1,2002,1,1,3,0
155,327,1,2003,1,1,3,0
155,327,1,2004,1,1,3,0
155,327,1,2005,1,1,3,1
16,761,2,1989,1,0,3,1
16,3,2,1989,1,0,2,1
157,328,1,1990,1,0,3,1
157,328,1,1992,1,0,3,0
157,328,1,1993,1,0,3,0
157,328,1,1994,1,0,3,0
157,328,1,1995,1,0,3,0
157,328,1,1996,1,0,3,1
61,6712,1,2021,1,1,4,0
116,125,1,1990,2,1,2,0
116,125,1,1991,2,1,2,1
72,521,1,1990,1,0,3,0
72,934,1,1991,1,0,3,1
72,522,1,1994,1,0,3,1
72,523,1,2007,1,0,3,0
72,523,1,2008,1,0,3,0
72,523,1,2009,1,0,3,1
72,1158,1,2012,1,0,3,1
72,1158,1,2014,1,1,3,0
72,1158,1,2015,1,1,4,1
75,525,1,1994,1,0,3,1
94,527,2,1990,2,1,4,0
94,527,2,1991,1,1,3,0
94,527,2,1992,1,1,3,0
94,527,2,1993,1,1,3,0
94,527,2,1994,2,1,3,1
94,1128,2,1996,1,1,3,0
94,1128,2,1997,2,1,3,0
94,1128,2,1998,2,1,3,0
94,1128,2,1999,1,1,3,0
94,1128,2,2000,1,1,3,0
94,528,2,2001,2,1,3,0
94,528,2,2002,1,1,3,1
94,528,2,2009,2,1,4,0
94,528,2,2010,1,1,4,0
94,528,2,2011,1,1,4,0
94,528,2,2012,1,1,4,1
94,528,2,2016,1,1,4,1
130,3,2,2001,2,1,2,1
17,743,2,2013,1,1,3,0
73,529,1,1990,1,0,3,1
73,529,1,1992,1,0,3,0
73,529,1,1993,1,0,3,1
73,529,1,1995,1,0,3,1
73,529,1,1997,1,0,3,0
73,529,1,1998,1,1,3,1
73,529,1,2000,1,1,3,0
73,529,1,2001,1,1,3,1
73,529,1,2003,1,1,3,1
73,529,1,2011,1,1,3,1
57,330,1,1990,1,0,3,0
57,330,1,1991,1,0,3,1
57,331,1,1990,1,0,3,1
8,762,2,1990,1,0,3,1
96,530,2,1991,1,0,3,0
96,530,2,1992,1,0,3,0
96,530,2,1993,1,0,3,0
96,530,2,1994,1,0,3,1
96,531,2,1999,1,0,3,1
63,332,2,1991,1,0,3,0
63,333,2,1992,1,0,3,0
63,333,2,1993,1,0,3,1
6,763,2,1989,1,0,3,1
6,764,2,1991,1,0,3,1
17,743,2,2015,1,1,3,0
80,532,2,1991,1,0,4,0
80,532,2,1992,1,0,4,0
80,532,2,1993,1,1,4,0
80,532,2,1994,1,1,4,0
80,532,2,1995,2,1,4,0
80,532,2,1996,1,1,4,0
17,743,2,1985,2,1,3,0
17,743,2,1986,1,1,3,0
17,743,2,1984,1,1,3,0
17,743,2,1988,1,1,3,0
80,532,2,2001,1,1,3,1
115,334,2,1991,1,0,3,0
115,334,2,1992,1,0,3,0
115,334,2,1993,1,0,3,1
115,8179,2,2000,1,0,3,1
